countid,hour,vehicles
779070,18,59
779070,19,29
779070,20,25
779070,21,25
779070,22,10
779070,23,5
779071,0,14
779071,1,8
779071,2,7
779071,3,21
779071,4,71
779071,5,95
779071,6,136
779071,7,190
779071,8,153
779071,9,180
779071,10,165
779071,11,161
779071,12,145
779071,13,172
779071,14,200
779071,15,227
779071,16,244
779071,17,257
779071,18,223
779071,19,142
779071,20,108
779071,21,67
779071,22,27
779071,23,23
779072,0,16
779072,1,14
779072,2,2
779072,3,8
779072,4,39
779072,5,83
779072,6,114
779072,7,178
779072,8,224
779072,9,199
779072,10,168
779072,11,160
779072,12,200
779072,13,188
779072,14,229
779072,15,296
779072,16,290
779072,17,234
779072,18,207
779072,19,117
779072,20,72
779072,21,63
779072,22,36
779072,23,28
779074,0,11
779074,1,4
779074,2,5
779074,3,8
779074,4,38
779074,5,75
779074,6,138
779074,7,162
779074,8,138
779074,9,100
779074,10,96
779074,11,121
779074,12,156
779074,13,114
779074,14,129
779074,15,157
779074,16,186
779074,17,223
779074,18,154
779074,19,100
779074,20,85
779074,21,43
779074,22,15
779074,23,18
779075,0,97
779075,1,45
779075,2,85
779075,3,120
779075,4,288
779075,5,539
779075,6,707
779075,7,630
779075,8,506
779075,9,469
779075,10,513
779075,11,540
779075,12,590
779075,13,569
779075,14,697
779075,15,797
779075,16,963
779075,17,922
779075,18,762
779075,19,507
779075,20,412
779075,21,323
779075,22,219
779075,23,140
779076,0,35
779076,1,26
779076,2,35
779076,3,42
779076,4,128
779076,5,336
779076,6,618
779076,7,744
779076,8,651
779076,9,514
779076,10,426
779076,11,493
779076,12,529
779076,13,571
779076,14,775
779076,15,902
779076,16,946
779076,17,923
779076,18,746
779076,19,458
779076,20,400
779076,21,198
779076,22,136
779076,23,78
779077,0,9
779077,1,8
779077,2,5
779077,3,10
779077,4,30
779077,5,70
779077,6,186
779077,7,198
779077,8,199
779077,9,177
779077,10,122
779077,11,115
779077,12,147
779077,13,160
779077,14,185
779077,15,265
779077,16,231
779077,17,207
779077,18,170
779077,19,143
779077,20,121
779077,21,68
779077,22,38
779077,23,28
779078,0,54
779078,1,43
779078,2,42
779078,3,67
779078,4,151
779078,5,282
779078,6,227
779078,7,230
779078,8,229
779078,9,281
779078,10,306
779078,11,280
779078,12,318
779078,13,359
779078,14,363
779078,15,335
779078,16,349
779078,17,366
779078,18,336
779078,19,248
779078,20,193
779078,21,153
779078,22,115
779078,23,67
779080,0,5
779080,1,2
779080,2,1
779080,3,4
779080,4,6
779080,5,15
779080,6,20
779080,7,34
779080,8,41
779080,9,47
779080,10,47
779080,11,61
779080,12,54
779080,13,56
779080,14,58
779080,15,67
779080,16,70
779080,17,48
779080,18,41
779080,19,37
779080,20,33
779080,21,16
779080,22,8
779080,23,4
779081,0,19
779081,1,10
779081,2,22
779081,3,29
779081,4,78
779081,5,123
779081,6,171
779081,7,180
779081,8,173
779081,9,112
779081,10,124
779081,11,106
779081,12,152
779081,13,141
779081,14,189
779081,15,205
779081,16,201
779081,17,261
779081,18,196
779081,19,148
779081,20,124
779081,21,90
779081,22,57
779081,23,32
779082,0,22
779082,1,18
779082,2,20
779082,3,46
779082,4,107
779082,5,184
779082,6,242
779082,7,302
779082,8,219
779082,9,195
779082,10,206
779082,11,209
779082,12,223
779082,13,239
779082,14,283
779082,15,327
779082,16,389
779082,17,350
779082,18,326
779082,19,255
779082,20,180
779082,21,110
779082,22,82
779082,23,54
779083,0,20
779083,1,15
779083,2,10
779083,3,17
779083,4,42
779083,5,164
779083,6,300
779083,7,372
779083,8,289
779083,9,204
779083,10,156
779083,11,204
779083,12,228
779083,13,237
779083,14,440
779083,15,686
779083,16,896
779083,17,762
779083,18,442
779083,19,182
779083,20,117
779083,21,98
779083,22,53
779083,23,27
779084,0,20
779084,1,13
779084,2,6
779084,3,11
779084,4,33
779084,5,49
779084,6,107
779084,7,121
779084,8,146
779084,9,124
779084,10,124
779084,11,99
779084,12,140
779084,13,129
779084,14,172
779084,15,216
779084,16,206
779084,17,196
779084,18,157
779084,19,132
779084,20,96
779084,21,70
779084,22,43
779084,23,18
779085,0,5
779085,1,9
779085,2,6
779085,3,11
779085,4,29
779085,5,59
779085,6,97
779085,7,108
779085,8,96
779085,9,109
779085,10,67
779085,11,88
779085,12,85
779085,13,82
779085,14,126
779085,15,175
779085,16,160
779085,17,160
779085,18,119
779085,19,85
779085,20,76
779085,21,36
779085,22,22
779085,23,14
779086,0,7
779086,1,6
779086,2,5
779086,3,4
779086,4,21
779086,5,30
779086,6,53
779086,7,59
779086,8,57
779086,9,60
779086,10,58
779086,11,46
779086,12,46
779086,13,61
779086,14,64
779086,15,83
779086,16,104
779086,17,88
779086,18,70
779086,19,74
779086,20,49
779086,21,39
779086,22,27
779086,23,14
779087,0,8
779087,1,4
779087,2,3
779087,3,7
779087,4,17
779087,5,30
779087,6,86
779087,7,118
779087,8,95
779087,9,87
779087,10,61
779087,11,62
779087,12,90
779087,13,80
779087,14,103
779087,15,131
779087,16,170
779087,17,189
779087,18,117
779087,19,81
779087,20,57
779087,21,35
779087,22,24
779087,23,12
779088,0,6
779088,1,2
779088,2,4
779088,3,6
779088,4,18
779088,5,31
779088,6,45
779088,7,35
779088,8,38
779088,9,34
779088,10,37
779088,11,37
779088,12,45
779088,13,46
779088,14,48
779088,15,43
779088,16,68
779088,17,65
779088,18,44
779088,19,36
779088,20,33
779088,21,24
779088,22,8
779088,23,6
779089,0,13
779089,1,14
779089,2,19
779089,3,41
779089,4,77
779089,5,153
779089,6,265
779089,7,279
779089,8,316
779089,9,254
779089,10,271
779089,11,255
779089,12,310
779089,13,251
779089,14,400
779089,15,379
779089,16,408
779089,17,402
779089,18,338
779089,19,237
779089,20,211
779089,21,138
779089,22,77
779089,23,38
779090,0,33
779090,1,20
779090,2,26
779090,3,49
779090,4,118
779090,5,204
779090,6,368
779090,7,399
779090,8,446
779090,9,370
779090,10,372
779090,11,362
779090,12,440
779090,13,353
779090,14,530
779090,15,549
779090,16,576
779090,17,560
779090,18,450
779090,19,350
779090,20,277
779090,21,174
779090,22,110
779090,23,56
779091,0,67
779091,1,67
779091,2,70
779091,3,120
779091,4,244
779091,5,453
779091,6,393
779091,7,406
779091,8,434
779091,9,480
779091,10,429
779091,11,456
779091,12,478
779091,13,537
779091,14,584
779091,15,661
779091,16,692
779091,17,719
779091,18,600
779091,19,499
779091,20,345
779091,21,263
779091,22,174
779091,23,136
779093,0,48
779093,1,43
779093,2,35
779093,3,67
779093,4,158
779093,5,331
779093,6,510
779093,7,542
779093,8,545
779093,9,512
779093,10,585
779093,11,610
779093,12,653
779093,13,662
779093,14,739
779093,15,828
779093,16,942
779093,17,952
779093,18,788
779093,19,609
779093,20,470
779093,21,336
779093,22,157
779093,23,101
779095,0,1
779095,1,0
779095,2,1
779095,3,1
779095,4,5
779095,5,7
779095,6,13
779095,7,54
779095,8,35
779095,9,29
779095,10,25
779095,11,16
779095,12,25
779095,13,39
779095,14,40
779095,15,38
779095,16,41
779095,17,32
779095,18,34
779095,19,23
779095,20,14
779095,21,19
779095,22,5
779095,23,0
779096,0,29
779096,1,20
779096,2,9
779096,3,24
779096,4,65
779096,5,168
779096,6,340
779096,7,571
779096,8,641
779096,9,355
779096,10,287
779096,11,325
779096,12,309
779096,13,321
779096,14,426
779096,15,504
779096,16,514
779096,17,563
779096,18,378
779096,19,249
779096,20,248
779096,21,122
779096,22,63
779096,23,40
779098,0,9
779098,1,5
779098,2,2
779098,3,7
779098,4,18
779098,5,44
779098,6,95
779098,7,106
779098,8,111
779098,9,51
779098,10,62
779098,11,83
779098,12,90
779098,13,87
779098,14,124
779098,15,130
779098,16,133
779098,17,173
779098,18,133
779098,19,102
779098,20,64
779098,21,47
779098,22,25
779098,23,12
779099,0,66
779099,1,40
779099,2,35
779099,3,51
779099,4,105
779099,5,292
779099,6,710
779099,7,981
779099,8,903
779099,9,764
779099,10,946
779099,11,1039
779099,12,1194
779099,13,1113
779099,14,1117
779099,15,1353
779099,16,1515
779099,17,1541
779099,18,1127
779099,19,717
779099,20,554
779099,21,330
779099,22,154
779099,23,85
779100,0,32
779100,1,23
779100,2,23
779100,3,26
779100,4,78
779100,5,146
779100,6,439
779100,7,621
779100,8,562
779100,9,485
779100,10,446
779100,11,469
779100,12,516
779100,13,546
779100,14,631
779100,15,885
779100,16,969
779100,17,1001
779100,18,750
779100,19,495
779100,20,423
779100,21,307
779100,22,159
779100,23,68
779102,0,23
779102,1,17
779102,2,10
779102,3,16
779102,4,41
779102,5,78
779102,6,118
779102,7,224
779102,8,183
779102,9,173
779102,10,123
779102,11,148
779102,12,176
779102,13,157
779102,14,200
779102,15,220
779102,16,259
779102,17,295
779102,18,264
779102,19,207
779102,20,155
779102,21,138
779102,22,81
779102,23,43
779103,0,79
779103,1,53
779103,2,39
779103,3,61
779103,4,172
779103,5,375
779103,6,711
779103,7,997
779103,8,886
779103,9,778
779103,10,782
779103,11,821
779103,12,855
779103,13,922
779103,14,1029
779103,15,1166
779103,16,1261
779103,17,1306
779103,18,1091
779103,19,764
779103,20,518
779103,21,389
779103,22,228
779103,23,150
779104,0,4
779104,1,0
779104,2,1
779104,3,4
779104,4,5
779104,5,10
779104,6,13
779104,7,24
779104,8,26
779104,9,24
779104,10,28
779104,11,32
779104,12,23
779104,13,29
779104,14,28
779104,15,34
779104,16,38
779104,17,30
779104,18,30
779104,19,23
779104,20,23
779104,21,12
779104,22,7
779104,23,2
779105,0,2
779105,1,1
779105,2,0
779105,3,0
779105,4,2
779105,5,8
779105,6,4
779105,7,12
779105,8,9
779105,9,18
779105,10,18
779105,11,22
779105,12,15
779105,13,12
779105,14,28
779105,15,16
779105,16,29
779105,17,13
779105,18,10
779105,19,8
779105,20,10
779105,21,8
779105,22,2
779105,23,2
779106,0,17
779106,1,14
779106,2,7
779106,3,17
779106,4,32
779106,5,50
779106,6,82
779106,7,60
779106,8,76
779106,9,67
779106,10,58
779106,11,77
779106,12,97
779106,13,80
779106,14,85
779106,15,111
779106,16,105
779106,17,130
779106,18,120
779106,19,82
779106,20,92
779106,21,63
779106,22,35
779106,23,23
779107,0,2
779107,1,0
779107,2,0
779107,3,3
779107,4,4
779107,5,7
779107,6,12
779107,7,19
779107,8,17
779107,9,23
779107,10,20
779107,11,26
779107,12,18
779107,13,25
779107,14,19
779107,15,24
779107,16,40
779107,17,25
779107,18,25
779107,19,16
779107,20,21
779107,21,8
779107,22,4
779107,23,1
779108,0,25
779108,1,14
779108,2,15
779108,3,29
779108,4,74
779108,5,199
779108,6,438
779108,7,537
779108,8,397
779108,9,337
779108,10,311
779108,11,322
779108,12,410
779108,13,388
779108,14,471
779108,15,604
779108,16,698
779108,17,710
779108,18,526
779108,19,282
779108,20,214
779108,21,157
779108,22,56
779108,23,51
779109,0,95
779109,1,59
779109,2,44
779109,3,65
779109,4,188
779109,5,412
779109,6,822
779109,7,1151
779109,8,960
779109,9,809
779109,10,864
779109,11,981
779109,12,1004
779109,13,1072
779109,14,1224
779109,15,1350
779109,16,1615
779109,17,1548
779109,18,1215
779109,19,887
779109,20,665
779109,21,494
779109,22,253
779109,23,164
779110,0,25
779110,1,23
779110,2,14
779110,3,33
779110,4,90
779110,5,206
779110,6,459
779110,7,591
779110,8,443
779110,9,358
779110,10,330
779110,11,325
779110,12,414
779110,13,380
779110,14,494
779110,15,648
779110,16,740
779110,17,759
779110,18,595
779110,19,356
779110,20,251
779110,21,161
779110,22,85
779110,23,57
779111,0,41
779111,1,19
779111,2,25
779111,3,44
779111,4,147
779111,5,297
779111,6,579
779111,7,740
779111,8,570
779111,9,451
779111,10,404
779111,11,416
779111,12,505
779111,13,466
779111,14,634
779111,15,817
779111,16,909
779111,17,966
779111,18,773
779111,19,463
779111,20,324
779111,21,211
779111,22,126
779111,23,67
779112,0,37
779112,1,16
779112,2,27
779112,3,27
779112,4,90
779112,5,176
779112,6,397
779112,7,703
779112,8,625
779112,9,522
779112,10,557
779112,11,625
779112,12,679
779112,13,665
779112,14,631
779112,15,774
779112,16,890
779112,17,899
779112,18,660
779112,19,429
779112,20,363
779112,21,221
779112,22,118
779112,23,65
779113,0,55
779113,1,29
779113,2,44
779113,3,65
779113,4,155
779113,5,321
779113,6,579
779113,7,581
779113,8,458
779113,9,378
779113,10,331
779113,11,397
779113,12,442
779113,13,479
779113,14,555
779113,15,749
779113,16,838
779113,17,812
779113,18,599
779113,19,377
779113,20,288
779113,21,199
779113,22,144
779113,23,95
779114,0,16
779114,1,13
779114,2,5
779114,3,10
779114,4,29
779114,5,115
779114,6,220
779114,7,290
779114,8,199
779114,9,152
779114,10,120
779114,11,161
779114,12,177
779114,13,178
779114,14,303
779114,15,459
779114,16,608
779114,17,579
779114,18,358
779114,19,145
779114,20,97
779114,21,86
779114,22,47
779114,23,20
779115,0,35
779115,1,14
779115,2,7
779115,3,10
779115,4,35
779115,5,112
779115,6,212
779115,7,328
779115,8,285
779115,9,214
779115,10,160
779115,11,196
779115,12,228
779115,13,225
779115,14,283
779115,15,476
779115,16,635
779115,17,723
779115,18,529
779115,19,277
779115,20,161
779115,21,139
779115,22,84
779115,23,48
779116,0,40
779116,1,21
779116,2,29
779116,3,45
779116,4,162
779116,5,312
779116,6,589
779116,7,782
779116,8,632
779116,9,455
779116,10,428
779116,11,468
779116,12,518
779116,13,525
779116,14,721
779116,15,900
779116,16,964
779116,17,938
779116,18,751
779116,19,463
779116,20,322
779116,21,219
779116,22,115
779116,23,67
779117,0,29
779117,1,19
779117,2,19
779117,3,31
779117,4,122
779117,5,266
779117,6,466
779117,7,631
779117,8,517
779117,9,399
779117,10,366
779117,11,426
779117,12,445
779117,13,440
779117,14,608
779117,15,783
779117,16,866
779117,17,836
779117,18,662
779117,19,404
779117,20,257
779117,21,176
779117,22,88
779117,23,55
779118,0,39
779118,1,21
779118,2,26
779118,3,23
779118,4,79
779118,5,205
779118,6,390
779118,7,728
779118,8,488
779118,9,317
779118,10,323
779118,11,360
779118,12,331
779118,13,383
779118,14,549
779118,15,616
779118,16,766
779118,17,777
779118,18,516
779118,19,313
779118,20,264
779118,21,154
779118,22,89
779118,23,53
779119,0,57
779119,1,30
779119,2,48
779119,3,63
779119,4,89
779119,5,209
779119,6,345
779119,7,366
779119,8,358
779119,9,295
779119,10,290
779119,11,264
779119,12,267
779119,13,297
779119,14,338
779119,15,396
779119,16,462
779119,17,455
779119,18,301
779119,19,213
779119,20,183
779119,21,125
779119,22,97
779119,23,65
779120,0,11
779120,1,17
779120,2,14
779120,3,27
779120,4,88
779120,5,198
779120,6,381
779120,7,497
779120,8,386
779120,9,308
779120,10,301
779120,11,331
779120,12,373
779120,13,329
779120,14,456
779120,15,630
779120,16,637
779120,17,661
779120,18,487
779120,19,301
779120,20,225
779120,21,145
779120,22,82
779120,23,45
779121,0,3
779121,1,4
779121,2,4
779121,3,4
779121,4,9
779121,5,25
779121,6,43
779121,7,56
779121,8,49
779121,9,56
779121,10,53
779121,11,52
779121,12,56
779121,13,64
779121,14,63
779121,15,83
779121,16,118
779121,17,128
779121,18,91
779121,19,63
779121,20,37
779121,21,36
779121,22,21
779121,23,11
779122,0,27
779122,1,17
779122,2,13
779122,3,22
779122,4,83
779122,5,147
779122,6,419
779122,7,486
779122,8,377
779122,9,321
779122,10,326
779122,11,340
779122,12,362
779122,13,379
779122,14,462
779122,15,543
779122,16,593
779122,17,619
779122,18,527
779122,19,317
779122,20,278
779122,21,144
779122,22,87
779122,23,42
779123,0,28
779123,1,20
779123,2,19
779123,3,30
779123,4,93
779123,5,222
779123,6,307
779123,7,342
779123,8,274
779123,9,238
779123,10,224
779123,11,259
779123,12,279
779123,13,303
779123,14,318
779123,15,449
779123,16,539
779123,17,538
779123,18,385
779123,19,245
779123,20,181
779123,21,125
779123,22,88
779123,23,51
779124,0,16
779124,1,8
779124,2,6
779124,3,7
779124,4,22
779124,5,48
779124,6,122
779124,7,142
779124,8,161
779124,9,130
779124,10,142
779124,11,152
779124,12,153
779124,13,130
779124,14,165
779124,15,185
779124,16,252
779124,17,269
779124,18,239
779124,19,149
779124,20,92
779124,21,72
779124,22,47
779124,23,28
779125,0,32
779125,1,28
779125,2,23
779125,3,43
779125,4,130
779125,5,277
779125,6,547
779125,7,693
779125,8,523
779125,9,437
779125,10,386
779125,11,427
779125,12,475
779125,13,494
779125,14,560
779125,15,824
779125,16,894
779125,17,879
779125,18,583
779125,19,354
779125,20,275
779125,21,188
779125,22,101
779125,23,51
779126,0,3
779126,1,8
779126,2,2
779126,3,10
779126,4,27
779126,5,32
779126,6,94
779126,7,145
779126,8,209
779126,9,173
779126,10,181
779126,11,188
779126,12,191
779126,13,173
779126,14,201
779126,15,239
779126,16,231
779126,17,184
779126,18,117
779126,19,133
779126,20,76
779126,21,59
779126,22,27
779126,23,17
779127,0,21
779127,1,20
779127,2,15
779127,3,31
779127,4,97
779127,5,205
779127,6,279
779127,7,308
779127,8,235
779127,9,191
779127,10,186
779127,11,218
779127,12,220
779127,13,243
779127,14,256
779127,15,386
779127,16,473
779127,17,476
779127,18,308
779127,19,214
779127,20,156
779127,21,104
779127,22,66
779127,23,39
779128,0,37
779128,1,33
779128,2,23
779128,3,57
779128,4,115
779128,5,211
779128,6,351
779128,7,531
779128,8,487
779128,9,438
779128,10,453
779128,11,439
779128,12,460
779128,13,473
779128,14,577
779128,15,727
779128,16,659
779128,17,688
779128,18,517
779128,19,391
779128,20,285
779128,21,212
779128,22,106
779128,23,47
779129,0,39
779129,1,26
779129,2,34
779129,3,48
779129,4,145
779129,5,219
779129,6,339
779129,7,542
779129,8,547
779129,9,587
779129,10,537
779129,11,580
779129,12,534
779129,13,584
779129,14,668
779129,15,724
779129,16,700
779129,17,687
779129,18,526
779129,19,360
779129,20,266
779129,21,168
779129,22,90
779129,23,59
779130,0,1
779130,1,1
779130,2,0
779130,3,3
779130,4,4
779130,5,1
779130,6,12
779130,7,24
779130,8,59
779130,9,62
779130,10,65
779130,11,56
779130,12,91
779130,13,98
779130,14,89
779130,15,79
779130,16,69
779130,17,57
779130,18,48
779130,19,36
779130,20,26
779130,21,12
779130,22,1
779130,23,3
779131,0,0
779131,1,0
779131,2,0
779131,3,1
779131,4,1
779131,5,7
779131,6,9
779131,7,11
779131,8,7
779131,9,8
779131,10,8
779131,11,13
779131,12,10
779131,13,11
779131,14,17
779131,15,14
779131,16,12
779131,17,15
779131,18,15
779131,19,9
779131,20,6
779131,21,2
779131,22,5
779131,23,0
779132,0,22
779132,1,22
779132,2,28
779132,3,28
779132,4,106
779132,5,209
779132,6,368
779132,7,423
779132,8,309
779132,9,285
779132,10,239
779132,11,270
779132,12,311
779132,13,330
779132,14,418
779132,15,505
779132,16,579
779132,17,508
779132,18,412
779132,19,284
779132,20,196
779132,21,122
779132,22,94
779132,23,61
779133,0,33
779133,1,14
779133,2,20
779133,3,29
779133,4,56
779133,5,136
779133,6,287
779133,7,342
779133,8,287
779133,9,200
779133,10,209
779133,11,243
779133,12,277
779133,13,309
779133,14,355
779133,15,515
779133,16,541
779133,17,512
779133,18,407
779133,19,306
779133,20,208
779133,21,134
779133,22,90
779133,23,57
779135,0,9
779135,1,9
779135,2,20
779135,3,53
779135,4,93
779135,5,146
779135,6,132
779135,7,101
779135,8,92
779135,9,105
779135,10,112
779135,11,116
779135,12,163
779135,13,180
779135,14,190
779135,15,165
779135,16,169
779135,17,136
779135,18,104
779135,19,77
779135,20,54
779135,21,33
779135,22,18
779135,23,9
779137,0,4
779137,1,3
779137,2,1
779137,3,0
779137,4,3
779137,5,8
779137,6,28
779137,7,52
779137,8,194
779137,9,210
779137,10,48
779137,11,54
779137,12,55
779137,13,47
779137,14,59
779137,15,204
779137,16,92
779137,17,77
779137,18,55
779137,19,32
779137,20,16
779137,21,22
779137,22,14
779137,23,7
779138,0,8
779138,1,10
779138,2,3
779138,3,12
779138,4,24
779138,5,59
779138,6,134
779138,7,185
779138,8,155
779138,9,120
779138,10,108
779138,11,110
779138,12,118
779138,13,130
779138,14,168
779138,15,205
779138,16,230
779138,17,246
779138,18,197
779138,19,127
779138,20,115
779138,21,84
779138,22,40
779138,23,12
779139,0,81
779139,1,52
779139,2,28
779139,3,55
779139,4,167
779139,5,400
779139,6,821
779139,7,1100
779139,8,919
779139,9,794
779139,10,767
779139,11,864
779139,12,863
779139,13,981
779139,14,1117
779139,15,1286
779139,16,1347
779139,17,1350
779139,18,1175
779139,19,832
779139,20,500
779139,21,429
779139,22,194
779139,23,143
779140,0,12
779140,1,9
779140,2,8
779140,3,14
779140,4,31
779140,5,38
779140,6,84
779140,7,140
779140,8,117
779140,9,93
779140,10,93
779140,11,94
779140,12,124
779140,13,108
779140,14,118
779140,15,125
779140,16,128
779140,17,156
779140,18,121
779140,19,77
779140,20,80
779140,21,42
779140,22,21
779140,23,8
779142,0,1
779142,1,0
779142,2,0
779142,3,2
779142,4,8
779142,5,20
779142,6,21
779142,7,40
779142,8,24
779142,9,12
779142,10,29
779142,11,17
779142,12,25
779142,13,23
779142,14,49
779142,15,48
779142,16,35
779142,17,50
779142,18,23
779142,19,12
779142,20,22
779142,21,10
779142,22,5
779142,23,2
779143,0,56
779143,1,33
779143,2,23
779143,3,36
779143,4,101
779143,5,234
779143,6,512
779143,7,832
779143,8,841
779143,9,783
779143,10,924
779143,11,993
779143,12,1101
779143,13,1060
779143,14,1234
779143,15,1434
779143,16,1651
779143,17,1654
779143,18,1267
779143,19,888
779143,20,580
779143,21,358
779143,22,187
779143,23,90
779144,0,4
779144,1,4
779144,2,5
779144,3,10
779144,4,17
779144,5,57
779144,6,81
779144,7,159
779144,8,96
779144,9,75
779144,10,66
779144,11,68
779144,12,88
779144,13,79
779144,14,93
779144,15,123
779144,16,136
779144,17,115
779144,18,98
779144,19,53
779144,20,37
779144,21,39
779144,22,24
779144,23,11
779145,0,12
779145,1,13
779145,2,14
779145,3,24
779145,4,79
779145,5,194
779145,6,486
779145,7,667
779145,8,554
779145,9,340
779145,10,305
779145,11,387
779145,12,376
779145,13,379
779145,14,528
779145,15,716
779145,16,881
779145,17,886
779145,18,539
779145,19,275
779145,20,227
779145,21,125
779145,22,70
779145,23,41
779146,0,66
779146,1,40
779146,2,29
779146,3,42
779146,4,101
779146,5,262
779146,6,555
779146,7,907
779146,8,1184
779146,9,872
779146,10,999
779146,11,1029
779146,12,1139
779146,13,1192
779146,14,1397
779146,15,1641
779146,16,1733
779146,17,1690
779146,18,1345
779146,19,946
779146,20,721
779146,21,455
779146,22,234
779146,23,133
779147,0,56
779147,1,27
779147,2,22
779147,3,46
779147,4,104
779147,5,195
779147,6,378
779147,7,494
779147,8,457
779147,9,340
779147,10,352
779147,11,374
779147,12,407
779147,13,461
779147,14,540
779147,15,612
779147,16,689
779147,17,673
779147,18,611
779147,19,469
779147,20,356
779147,21,235
779147,22,141
779147,23,84
779149,0,27
779149,1,12
779149,2,11
779149,3,10
779149,4,43
779149,5,99
779149,6,201
779149,7,221
779149,8,146
779149,9,146
779149,10,137
779149,11,161
779149,12,185
779149,13,170
779149,14,225
779149,15,266
779149,16,285
779149,17,301
779149,18,229
779149,19,184
779149,20,129
779149,21,105
779149,22,52
779149,23,22
779150,0,70
779150,1,40
779150,2,38
779150,3,84
779150,4,214
779150,5,337
779150,6,585
779150,7,588
779150,8,517
779150,9,434
779150,10,385
779150,11,482
779150,12,482
779150,13,578
779150,14,699
779150,15,835
779150,16,816
779150,17,802
779150,18,737
779150,19,581
779150,20,435
779150,21,285
779150,22,166
779150,23,102
779151,0,27
779151,1,15
779151,2,12
779151,3,29
779151,4,59
779151,5,147
779151,6,276
779151,7,291
779151,8,318
779151,9,169
779151,10,166
779151,11,174
779151,12,197
779151,13,204
779151,14,294
779151,15,367
779151,16,475
779151,17,432
779151,18,361
779151,19,223
779151,20,188
779151,21,136
779151,22,70
779151,23,40
779152,0,80
779152,1,51
779152,2,48
779152,3,115
779152,4,281
779152,5,490
779152,6,818
779152,7,822
779152,8,781
779152,9,584
779152,10,513
779152,11,609
779152,12,645
779152,13,727
779152,14,888
779152,15,1113
779152,16,1149
779152,17,1161
779152,18,965
779152,19,738
779152,20,584
779152,21,383
779152,22,217
779152,23,139
779153,0,12
779153,1,8
779153,2,8
779153,3,8
779153,4,29
779153,5,63
779153,6,103
779153,7,114
779153,8,115
779153,9,79
779153,10,78
779153,11,81
779153,12,83
779153,13,88
779153,14,130
779153,15,127
779153,16,151
779153,17,149
779153,18,146
779153,19,107
779153,20,108
779153,21,60
779153,22,40
779153,23,29
779154,0,11
779154,1,13
779154,2,17
779154,3,29
779154,4,70
779154,5,120
779154,6,208
779154,7,449
779154,8,282
779154,9,272
779154,10,276
779154,11,375
779154,12,381
779154,13,397
779154,14,507
779154,15,586
779154,16,618
779154,17,611
779154,18,530
779154,19,293
779154,20,220
779154,21,154
779154,22,89
779154,23,53
779155,0,90
779155,1,48
779155,2,45
779155,3,62
779155,4,154
779155,5,314
779155,6,712
779155,7,840
779155,8,763
779155,9,778
779155,10,868
779155,11,911
779155,12,1020
779155,13,1023
779155,14,1102
779155,15,1307
779155,16,1518
779155,17,1520
779155,18,1285
779155,19,859
779155,20,651
779155,21,406
779155,22,211
779155,23,151
779157,0,9
779157,1,5
779157,2,3
779157,3,10
779157,4,18
779157,5,38
779157,6,67
779157,7,87
779157,8,80
779157,9,77
779157,10,106
779157,11,99
779157,12,113
779157,13,114
779157,14,96
779157,15,143
779157,16,154
779157,17,149
779157,18,133
779157,19,134
779157,20,81
779157,21,69
779157,22,30
779157,23,10
779158,0,57
779158,1,35
779158,2,29
779158,3,46
779158,4,114
779158,5,276
779158,6,595
779158,7,827
779158,8,948
779158,9,832
779158,10,977
779158,11,1030
779158,12,1106
779158,13,1130
779158,14,1344
779158,15,1483
779158,16,1594
779158,17,1570
779158,18,1210
779158,19,874
779158,20,646
779158,21,400
779158,22,205
779158,23,115
779159,0,2
779159,1,1
779159,2,1
779159,3,4
779159,4,7
779159,5,14
779159,6,19
779159,7,24
779159,8,20
779159,9,19
779159,10,21
779159,11,23
779159,12,20
779159,13,45
779159,14,23
779159,15,27
779159,16,32
779159,17,39
779159,18,26
779159,19,18
779159,20,12
779159,21,8
779159,22,5
779159,23,2
779160,0,28
779160,1,17
779160,2,20
779160,3,23
779160,4,72
779160,5,182
779160,6,312
779160,7,442
779160,8,341
779160,9,246
779160,10,263
779160,11,301
779160,12,303
779160,13,337
779160,14,415
779160,15,463
779160,16,569
779160,17,484
779160,18,376
779160,19,255
779160,20,211
779160,21,117
779160,22,68
779160,23,51
779161,0,118
779161,1,56
779161,2,55
779161,3,70
779161,4,186
779161,5,460
779161,6,689
779161,7,734
779161,8,686
779161,9,712
779161,10,764
779161,11,771
779161,12,782
779161,13,813
779161,14,938
779161,15,1082
779161,16,1222
779161,17,1233
779161,18,1065
779161,19,775
779161,20,633
779161,21,479
779161,22,274
779161,23,195
779164,0,1
779164,1,4
779164,2,1
779164,3,8
779164,4,14
779164,5,11
779164,6,18
779164,7,15
779164,8,24
779164,9,27
779164,10,23
779164,11,25
779164,12,19
779164,13,24
779164,14,39
779164,15,42
779164,16,42
779164,17,39
779164,18,33
779164,19,19
779164,20,16
779164,21,5
779164,22,3
779164,23,7
779165,0,10
779165,1,10
779165,2,13
779165,3,16
779165,4,53
779165,5,91
779165,6,168
779165,7,283
779165,8,230
779165,9,157
779165,10,178
779165,11,179
779165,12,212
779165,13,197
779165,14,293
779165,15,319
779165,16,334
779165,17,354
779165,18,306
779165,19,215
779165,20,174
779165,21,95
779165,22,43
779165,23,43
779166,0,5
779166,1,4
779166,2,3
779166,3,1
779166,4,9
779166,5,12
779166,6,32
779166,7,34
779166,8,33
779166,9,41
779166,10,36
779166,11,44
779166,12,44
779166,13,49
779166,14,51
