w_geocode,Base,Zone,ParcelID,year,military_jobs
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Sand Point,1688,15959,2000,10
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Fort Lawton,1913,117265,2000,0
5.3e+14,Pier 91,1972,498061,2000,60
5.3e+14,Pier 91,1972,498061,2000,60
5.3e+14,Pier 91,1972,498061,2000,60
5.3e+14,Pier 91,1972,498061,2000,60
5.3e+14,Pier 91,1972,498061,2000,60
5.3e+14,Pier 91,1972,498061,2000,60
5.3e+14,Pier 91,1972,498061,2000,60
5.3e+14,Pier 91,1972,498061,2000,60
5.3e+14,Pier 91,1972,498061,2000,60
5.3e+14,Pier 91,1972,498061,2000,60
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Everett,3507,1269647,2000,268
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,Camp Murray,169,746112,2000,0
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM North Fort,988,838499,2000,28
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM McChord,990,1302415,2000,61
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Madigan,991,1302422,2000,37
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Maingate,980,1302420,2000,19
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM Central,979,1302419,2000,211
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
5.31e+14,JBLM South,982,1302418,2000,22
