ENS,TAZ
gz0,661.0
gz0,662.0
gz0,663.0
gz0,664.0
gz0,665.0
gz0,666.0
gz0,667.0
gz0,668.0
gz0,669.0
gz0,670.0
gz0,671.0
gz0,672.0
gz0,673.0
gz0,674.0
gz0,675.0
gz0,676.0
gz0,677.0
gz0,678.0
gz0,679.0
gz0,680.0
gz0,681.0
gz0,682.0
gz0,683.0
gz0,684.0
gz0,685.0
gz0,686.0
gz0,687.0
gz0,688.0
gz0,689.0
gz0,690.0
gz0,691.0
gz0,692.0
gz0,693.0
gz0,694.0
gz0,695.0
gz0,696.0
gz0,697.0
gz0,698.0
gz0,699.0
gz0,700.0
gz0,701.0
gz0,702.0
gz0,703.0
gz0,704.0
gz0,705.0
gz0,706.0
gz0,707.0
gz0,708.0
gz0,709.0
gz0,710.0
gz0,711.0
gz0,712.0
gz0,713.0
gz0,714.0
gz0,715.0
gz0,716.0
gz0,717.0
gz0,718.0
gz0,719.0
gz0,720.0
gz0,721.0
gz0,722.0
gz0,723.0
gz0,724.0
gz0,725.0
gz0,726.0
gz0,727.0
gz0,728.0
gz0,729.0
gz0,730.0
gz0,731.0
gz0,732.0
gz0,733.0
gz0,734.0
gz0,735.0
gz0,736.0
gz0,737.0
gz0,738.0
gz0,739.0
gz0,740.0
gz0,741.0
gz0,742.0
gz0,743.0
gz0,744.0
gz0,745.0
gz0,746.0
gz0,747.0
gz0,748.0
gz0,749.0
gz0,750.0
gz0,751.0
gz0,752.0
gz0,753.0
gz0,754.0
gz0,755.0
gz0,756.0
gz0,757.0
gz0,758.0
gz0,759.0
gz0,760.0
gz0,761.0
gz0,762.0
gz0,763.0
gz0,764.0
gz0,765.0
gz0,766.0
gz0,767.0
gz0,768.0
gz0,769.0
gz0,770.0
gz0,771.0
gz0,772.0
gz0,773.0
gz0,774.0
gz0,775.0
gz0,776.0
gz0,777.0
gz0,778.0
gz0,779.0
gz0,780.0
gz0,781.0
gz0,782.0
gz0,783.0
gz0,784.0
gz0,785.0
gz0,786.0
gz0,787.0
gz0,788.0
gz0,789.0
gz0,790.0
gz0,791.0
gz0,792.0
gz0,793.0
gz0,794.0
gz0,795.0
gz0,796.0
gz0,797.0
gz0,798.0
gz0,799.0
gz0,800.0
gz0,801.0
gz0,802.0
gz0,803.0
gz0,804.0
gz0,805.0
gz0,806.0
gz0,807.0
gz0,808.0
gz0,809.0
gz0,810.0
gz0,811.0
gz0,812.0
gz0,813.0
gz0,814.0
gz0,815.0
gz0,816.0
gz0,817.0
gz0,818.0
gz0,819.0
gz0,820.0
gz0,821.0
gz0,822.0
gz0,823.0
gz0,824.0
gz0,825.0
gz0,826.0
gz0,827.0
gz0,828.0
gz0,829.0
gz0,830.0
gz0,831.0
gz0,832.0
gz0,833.0
gz0,834.0
gz0,835.0
gz0,836.0
gz0,837.0
gz0,838.0
gz0,839.0
gz0,840.0
gz0,841.0
gz0,842.0
gz0,843.0
gz0,844.0
gz0,845.0
gz0,846.0
gz0,847.0
gz0,848.0
gz0,849.0
gz0,850.0
gz0,851.0
gz0,852.0
gz0,853.0
gz0,854.0
gz0,855.0
gz0,856.0
gz0,857.0
gz0,858.0
gz0,859.0
gz0,860.0
gz0,861.0
gz0,862.0
gz0,863.0
gz0,864.0
gz0,865.0
gz0,866.0
gz0,867.0
gz0,868.0
gz0,869.0
gz0,870.0
gz0,871.0
gz0,872.0
gz0,873.0
gz0,874.0
gz0,875.0
gz0,876.0
gz0,877.0
gz0,878.0
gz0,879.0
gz0,880.0
gz0,881.0
gz0,882.0
gz0,883.0
gz0,884.0
gz0,885.0
gz0,886.0
gz0,887.0
gz0,888.0
gz0,889.0
gz0,890.0
gz0,891.0
gz0,892.0
gz0,893.0
gz0,894.0
gz0,895.0
gz0,896.0
gz0,897.0
gz0,898.0
gz0,899.0
gz0,900.0
gz0,901.0
gz0,902.0
gz0,903.0
gz0,904.0
gz0,905.0
gz0,906.0
gz0,907.0
gz0,908.0
gz0,909.0
gz0,910.0
gz0,911.0
gz0,912.0
gz0,913.0
gz0,914.0
gz0,915.0
gz0,916.0
gz0,917.0
gz0,918.0
gz0,919.0
gz0,920.0
gz0,921.0
gz0,922.0
gz0,923.0
gz0,924.0
gz0,925.0
gz0,926.0
gz0,927.0
gz0,928.0
gz0,929.0
gz0,930.0
gz0,931.0
gz0,932.0
gz0,933.0
gz0,934.0
gz0,935.0
gz0,936.0
gz0,937.0
gz0,938.0
gz0,939.0
gz0,940.0
gz0,941.0
gz0,942.0
gz0,943.0
gz0,944.0
gz0,945.0
gz0,946.0
gz0,947.0
gz0,948.0
gz0,949.0
gz0,950.0
gz0,951.0
gz0,952.0
gz0,953.0
gz0,954.0
gz0,955.0
gz0,956.0
gz0,957.0
gz0,958.0
gz0,959.0
gz0,960.0
gz0,961.0
gz0,962.0
gz0,963.0
gz0,964.0
gz0,965.0
gz0,966.0
gz0,967.0
gz0,968.0
gz0,969.0
gz0,970.0
gz0,971.0
gz0,972.0
gz0,973.0
gz0,974.0
gz0,975.0
gz0,976.0
gz0,977.0
gz0,978.0
gz0,979.0
gz0,980.0
gz0,981.0
gz0,982.0
gz0,983.0
gz0,984.0
gz0,985.0
gz0,986.0
gz0,987.0
gz0,988.0
gz0,989.0
gz0,990.0
gz0,991.0
gz0,992.0
gz0,993.0
gz0,994.0
gz0,995.0
gz0,996.0
gz0,997.0
gz0,998.0
gz0,999.0
gz0,1000.0
gz0,1001.0
gz0,1002.0
gz0,1003.0
gz0,1004.0
gz0,1005.0
gz0,1006.0
gz0,1007.0
gz0,1008.0
gz0,1009.0
gz0,1010.0
gz0,1011.0
gz0,1012.0
gz0,1013.0
gz0,1014.0
gz0,1015.0
gz0,1016.0
gz0,1017.0
gz0,1018.0
gz0,1019.0
gz0,1020.0
gz0,1021.0
gz0,1022.0
gz0,1023.0
gz0,1024.0
gz0,1025.0
gz0,1026.0
gz0,1027.0
gz0,1028.0
gz0,1029.0
gz0,1030.0
gz0,1031.0
gz0,1032.0
gz0,1033.0
gz0,1034.0
gz0,1035.0
gz0,1036.0
gz0,1037.0
gz0,1038.0
gz0,1039.0
gz0,1040.0
gz0,1041.0
gz0,1042.0
gz0,1043.0
gz0,1044.0
gz0,1045.0
gz0,1046.0
gz0,1047.0
gz0,1048.0
gz0,1049.0
gz0,1050.0
gz0,1051.0
gz0,1052.0
gz0,1053.0
gz0,1054.0
gz0,1055.0
gz0,1056.0
gz0,1057.0
gz0,1058.0
gz0,1059.0
gz0,1060.0
gz0,1061.0
gz0,1062.0
gz0,1063.0
gz0,1064.0
gz0,1065.0
gz0,1066.0
gz0,1067.0
gz0,1068.0
gz0,1069.0
gz0,1070.0
gz0,1071.0
gz0,1072.0
gz0,1073.0
gz0,1074.0
gz0,1075.0
gz0,1076.0
gz0,1077.0
gz0,1078.0
gz0,1079.0
gz0,1080.0
gz0,1081.0
gz0,1082.0
gz0,1083.0
gz0,1084.0
gz0,1085.0
gz0,1086.0
gz0,1087.0
gz0,1088.0
gz0,1089.0
gz0,1090.0
gz0,1091.0
gz0,1092.0
gz0,1093.0
gz0,1094.0
gz0,1095.0
gz0,1096.0
gz0,1097.0
gz0,1098.0
gz0,1099.0
gz0,1100.0
gz0,1101.0
gz0,1102.0
gz0,1103.0
gz0,1104.0
gz0,1105.0
gz0,1106.0
gz0,1107.0
gz0,1108.0
gz0,1109.0
gz0,1110.0
gz0,1111.0
gz0,1112.0
gz0,1113.0
gz0,1114.0
gz0,1115.0
gz0,1116.0
gz0,1117.0
gz0,1118.0
gz0,1119.0
gz0,1120.0
gz0,1121.0
gz0,1122.0
gz0,1123.0
gz0,1124.0
gz0,1125.0
gz0,1126.0
gz0,1127.0
gz36,1128.0
gz0,1129.0
gz0,1130.0
gz0,1131.0
gz0,1132.0
gz0,1133.0
gz0,1134.0
gz0,1135.0
gz0,1136.0
gz0,1137.0
gz0,1138.0
gz0,1139.0
gz0,1140.0
gz0,1141.0
gz0,1142.0
gz0,1143.0
gz0,1144.0
gz0,1145.0
gz0,1146.0
gz0,1147.0
gz0,1148.0
gz0,1149.0
gz0,1150.0
gz0,1151.0
gz0,1152.0
gz0,1153.0
gz0,1154.0
gz0,1155.0
gz0,1156.0
gz0,1157.0
gz0,1158.0
gz0,1159.0
gz0,1160.0
gz0,1161.0
gz0,1162.0
gz0,1163.0
gz0,1164.0
gz0,1165.0
gz0,1166.0
gz0,1167.0
gz0,1168.0
gz0,1169.0
gz0,1170.0
gz0,1171.0
gz0,1172.0
gz0,1173.0
gz0,1174.0
gz0,1175.0
gz0,1176.0
gz0,1177.0
gz0,1178.0
gz0,1179.0
gz0,1180.0
gz0,1181.0
gz0,1182.0
gz0,1183.0
gz0,1184.0
gz0,1185.0
gz0,1186.0
gz0,1187.0
gz0,1188.0
gz0,1189.0
gz0,1190.0
gz0,1191.0
gz0,1192.0
gz0,1193.0
gz0,1194.0
gz0,1195.0
gz0,1196.0
gz0,1197.0
gz0,1198.0
gz0,1199.0
gz0,1200.0
gz0,1201.0
gz0,1202.0
gz0,1203.0
gz0,1204.0
gz0,1205.0
gz0,1206.0
gz0,1207.0
gz0,1208.0
gz0,1209.0
gz0,1210.0
gz0,1211.0
gz0,1212.0
gz0,1213.0
gz0,1214.0
gz0,1215.0
gz0,1216.0
gz0,1217.0
gz0,1218.0
gz0,1219.0
gz0,1220.0
gz0,1221.0
gz0,1222.0
gz0,1223.0
gz0,1224.0
gz0,1225.0
gz0,1226.0
gz0,1227.0
gz0,1228.0
gz0,1229.0
gz0,1230.0
gz0,1231.0
gz0,1232.0
gz0,1233.0
gz36,1234.0
gz36,1235.0
gz36,1236.0
gz36,1237.0
gz36,1238.0
gz36,1239.0
gz36,1240.0
gz36,1241.0
gz36,1242.0
gz36,1243.0
gz36,1244.0
gz36,1245.0
gz36,1246.0
gz36,1247.0
gz36,1248.0
gz36,1249.0
gz36,1250.0
gz36,1251.0
gz36,1252.0
gz36,1253.0
gz36,1254.0
gz36,1255.0
gz36,1256.0
gz36,1257.0
gz36,1258.0
gz0,1259.0
gz0,1260.0
gz0,1261.0
gz0,1262.0
gz0,1263.0
gz0,1264.0
gz0,1265.0
gz0,1266.0
gz0,1267.0
gz0,1268.0
gz36,1269.0
gz36,1270.0
gz36,1271.0
gz36,1272.0
gz36,1273.0
gz36,1274.0
gz36,1275.0
gz36,1276.0
gz36,1277.0
gz36,1278.0
gz0,1279.0
gz0,1280.0
gz0,1281.0
gz0,1282.0
gz0,1283.0
gz0,1284.0
gz0,1285.0
gz0,1286.0
gz0,1287.0
gz0,1288.0
gz0,1289.0
gz0,1290.0
gz0,1291.0
gz0,1292.0
gz0,1293.0
gz0,1294.0
gz0,1295.0
gz36,1296.0
gz36,1297.0
gz36,1298.0
gz36,1299.0
gz36,1300.0
gz0,1301.0
gz0,1302.0
gz0,1303.0
gz0,1304.0
gz0,1305.0
gz0,1306.0
gz0,1307.0
gz0,1308.0
gz0,1309.0
gz0,1310.0
gz36,1311.0
gz36,1312.0
gz36,1313.0
gz36,1314.0
gz36,1315.0
gz36,1316.0
gz36,1317.0
gz36,1318.0
gz36,1319.0
gz0,1320.0
gz0,1321.0
gz0,1322.0
gz0,1323.0
gz0,1324.0
gz0,1325.0
gz0,1326.0
gz0,1327.0
gz0,1328.0
gz0,1329.0
gz0,1330.0
gz0,1331.0
gz0,1332.0
gz0,1333.0
gz0,1334.0
gz0,1335.0
gz0,1336.0
gz0,1337.0
gz0,1338.0
gz0,1339.0
gz0,1340.0
gz0,1341.0
gz0,1342.0
gz0,1343.0
gz0,1344.0
gz0,1345.0
gz0,1346.0
gz0,1347.0
gz0,1348.0
gz0,1349.0
gz0,1350.0
gz0,1351.0
gz0,1352.0
gz0,1353.0
gz0,1354.0
gz0,1355.0
gz0,1356.0
gz0,1357.0
gz0,1358.0
gz0,1359.0
gz0,1360.0
gz0,1361.0
gz0,1362.0
gz0,1363.0
gz0,1364.0
gz0,1365.0
gz0,1366.0
gz0,1367.0
gz0,1368.0
gz0,1369.0
gz0,1370.0
gz0,1371.0
gz0,1372.0
gz0,1373.0
gz0,1374.0
gz0,1375.0
gz0,1376.0
gz0,1377.0
gz0,1378.0
gz0,1379.0
gz0,1380.0
gz0,1381.0
gz0,1382.0
gz0,1383.0
gz0,1384.0
gz0,1385.0
gz0,1386.0
gz0,1387.0
gz0,1388.0
gz0,1389.0
gz0,1390.0
gz0,1391.0
gz0,1392.0
gz0,1393.0
gz0,1394.0
gz0,1395.0
gz0,1396.0
gz0,1397.0
gz0,1398.0
gz0,1399.0
gz0,1400.0
gz0,1401.0
gz0,1402.0
gz0,1403.0
gz0,1404.0
gz0,1405.0
gz0,1406.0
gz0,1407.0
gz0,1408.0
gz0,1409.0
gz0,1410.0
gz0,1411.0
gz0,1412.0
gz0,1413.0
gz0,1414.0
gz0,1415.0
gz0,1416.0
gz0,1417.0
gz0,1418.0
gz0,1419.0
gz0,1420.0
gz0,1421.0
gz0,1422.0
gz0,1423.0
gz0,1424.0
gz0,1425.0
gz0,1426.0
gz0,1427.0
gz0,1428.0
gz0,1429.0
gz0,1430.0
gz0,1431.0
gz0,1432.0
gz0,1433.0
gz0,1434.0
gz0,1435.0
gz0,1436.0
gz0,1437.0
gz0,1438.0
gz0,1439.0
gz0,1440.0
gz0,1441.0
gz0,1442.0
gz0,1443.0
gz0,1444.0
gz0,1445.0
gz0,1446.0
gz0,1447.0
gz0,1448.0
gz0,1449.0
gz0,1450.0
gz0,1451.0
gz0,1452.0
gz0,1453.0
gz0,1454.0
gz0,1455.0
gz0,1456.0
gz0,1457.0
gz0,1458.0
gz0,1459.0
gz0,1460.0
gz0,1461.0
gz0,1462.0
gz0,1463.0
gz0,1464.0
gz0,1465.0
gz0,1466.0
gz0,1467.0
gz0,1468.0
gz0,1469.0
gz0,1470.0
gz0,1471.0
gz0,1472.0
gz0,1473.0
gz0,1474.0
gz0,1475.0
gz0,1476.0
gz0,1477.0
gz0,1478.0
gz0,1479.0
gz0,1480.0
gz0,1481.0
gz0,1482.0
gz0,1483.0
gz0,1484.0
gz0,1485.0
gz0,1486.0
gz0,1487.0
gz0,1488.0
gz0,1489.0
gz0,1490.0
gz0,1491.0
gz0,1492.0
gz0,1493.0
gz0,1494.0
gz0,1495.0
gz0,1496.0
gz0,1497.0
gz0,1498.0
gz0,1499.0
gz0,1500.0
gz0,1501.0
gz0,1502.0
gz0,1503.0
gz0,1504.0
gz0,1505.0
gz0,1506.0
gz0,1507.0
gz0,1508.0
gz0,1509.0
gz0,1510.0
gz0,1511.0
gz0,1512.0
gz0,1513.0
gz0,1514.0
gz0,1515.0
gz0,1516.0
gz0,1517.0
gz0,1518.0
gz0,1519.0
gz0,1520.0
gz0,1521.0
gz0,1522.0
gz0,1523.0
gz0,1524.0
gz0,1525.0
gz0,1526.0
gz0,1527.0
gz0,1528.0
gz0,1529.0
gz0,1530.0
gz0,1531.0
gz0,1532.0
gz0,1533.0
gz0,1534.0
gz0,1535.0
gz0,1536.0
gz0,1537.0
gz0,1538.0
gz0,1539.0
gz0,1540.0
gz0,1541.0
gz0,1542.0
gz0,1543.0
gz0,1544.0
gz0,1545.0
gz0,1546.0
gz0,1547.0
gz0,1548.0
gz0,1549.0
gz0,1550.0
gz0,1551.0
gz0,1659.0
gz0,1660.0
gz0,1661.0
gz0,1662.0
gz0,1663.0
gz0,1664.0
gz0,1665.0
gz0,1666.0
gz20,1667.0
gz0,1668.0
gz0,1669.0
gz0,1670.0
gz0,1671.0
gz0,1672.0
gz0,1673.0
gz0,1674.0
gz0,1675.0
gz20,1676.0
gz20,1677.0
gz0,1678.0
gz20,1678.0
gz0,1679.0
gz0,1680.0
gz0,1681.0
gz0,1682.0
gz20,1683.0
gz0,1684.0
gz20,1684.0
gz0,1685.0
gz0,1686.0
gz0,1687.0
gz0,1688.0
gz0,1689.0
gz0,1690.0
gz0,1691.0
gz0,1692.0
gz0,1693.0
gz0,1694.0
gz0,1695.0
gz0,1696.0
gz0,1697.0
gz0,1698.0
gz0,1699.0
gz0,1700.0
gz0,1701.0
gz0,1702.0
gz0,1703.0
gz0,1704.0
gz0,1705.0
gz0,1706.0
gz0,1707.0
gz0,1708.0
gz0,1709.0
gz0,1710.0
gz0,1711.0
gz0,1712.0
gz0,1713.0
gz0,1714.0
gz0,1715.0
gz0,1716.0
gz0,1717.0
gz0,1718.0
gz0,1719.0
gz0,1720.0
gz0,1721.0
gz0,1722.0
gz0,1723.0
gz0,1724.0
gz0,1725.0
gz0,1726.0
gz0,1727.0
gz0,1728.0
gz0,1729.0
gz0,1730.0
gz0,1731.0
gz0,1732.0
gz0,1733.0
gz0,1734.0
gz0,1735.0
gz0,1736.0
gz0,1737.0
gz0,1738.0
gz0,1739.0
gz0,1740.0
gz0,1741.0
gz0,1742.0
gz0,1743.0
gz0,1744.0
gz0,1745.0
gz0,1746.0
gz0,1747.0
gz0,1748.0
gz0,1749.0
gz0,1750.0
gz0,1751.0
gz0,1752.0
gz0,1753.0
gz0,1754.0
gz0,1755.0
gz0,1756.0
gz0,1757.0
gz0,1758.0
gz0,1759.0
gz0,1760.0
gz0,1761.0
gz0,1762.0
gz0,1763.0
gz0,1764.0
gz0,1765.0
gz0,1766.0
gz0,1767.0
gz0,1768.0
gz0,1769.0
