taz,geog_name,lat_1,lon_1
272,Puyallup South Hill,47.15623502,-122.2867533
156,Lakewood,47.16198611,-122.5100593
262,Puyallup South Hill,47.15623502,-122.2867533
263,Puyallup South Hill,47.15623502,-122.2867533
264,Puyallup South Hill,47.15623502,-122.2867533
265,Puyallup South Hill,47.15623502,-122.2867533
266,Puyallup South Hill,47.15623502,-122.2867533
267,Puyallup South Hill,47.15623502,-122.2867533
268,Puyallup South Hill,47.15623502,-122.2867533
269,Puyallup South Hill,47.15623502,-122.2867533
151,Lakewood,47.16198611,-122.5100593
131,Lakewood,47.16198611,-122.5100593
246,Puyallup Downtown,47.19040648,-122.2940926
210,Puyallup Downtown,47.19040648,-122.2940926
217,Puyallup Downtown,47.19040648,-122.2940926
533,Tacoma Mall,47.21978404,-122.4725101
536,Tacoma Mall,47.21978404,-122.4725101
537,Tacoma Mall,47.21978404,-122.4725101
535,Tacoma Mall,47.21978404,-122.4725101
532,Tacoma Mall,47.21978404,-122.4725101
633,University Place,47.22977705,-122.5360806
387,Tacoma Downtown,47.24845203,-122.4403625
379,Tacoma Downtown,47.24845203,-122.4403625
375,Tacoma Downtown,47.24845203,-122.4403625
506,Tacoma Downtown,47.24845203,-122.4403625
393,Tacoma Downtown,47.24845203,-122.4403625
386,Tacoma Downtown,47.24845203,-122.4403625
391,Tacoma Downtown,47.24845203,-122.4403625
395,Tacoma Downtown,47.24845203,-122.4403625
377,Tacoma Downtown,47.24845203,-122.4403625
378,Tacoma Downtown,47.24845203,-122.4403625
383,Tacoma Downtown,47.24845203,-122.4403625
374,Tacoma Downtown,47.24845203,-122.4403625
385,Tacoma Downtown,47.24845203,-122.4403625
390,Tacoma Downtown,47.24845203,-122.4403625
394,Tacoma Downtown,47.24845203,-122.4403625
382,Tacoma Downtown,47.24845203,-122.4403625
626,University Place,47.22977705,-122.5360806
568,Tacoma Downtown,47.24845203,-122.4403625
509,Tacoma Downtown,47.24845203,-122.4403625
505,Tacoma Downtown,47.24845203,-122.4403625
392,Tacoma Downtown,47.24845203,-122.4403625
376,Tacoma Downtown,47.24845203,-122.4403625
373,Tacoma Downtown,47.24845203,-122.4403625
384,Tacoma Downtown,47.24845203,-122.4403625
389,Tacoma Downtown,47.24845203,-122.4403625
381,Tacoma Downtown,47.24845203,-122.4403625
397,Tacoma Downtown,47.24845203,-122.4403625
380,Tacoma Downtown,47.24845203,-122.4403625
333,Tacoma Downtown,47.24845203,-122.4403625
396,Tacoma Downtown,47.24845203,-122.4403625
359,Tacoma Downtown,47.24845203,-122.4403625
372,Tacoma Downtown,47.24845203,-122.4403625
358,Tacoma Downtown,47.24845203,-122.4403625
497,Tacoma Downtown,47.24845203,-122.4403625
501,Tacoma Downtown,47.24845203,-122.4403625
504,Tacoma Downtown,47.24845203,-122.4403625
347,Tacoma Downtown,47.24845203,-122.4403625
352,Tacoma Downtown,47.24845203,-122.4403625
357,Tacoma Downtown,47.24845203,-122.4403625
364,Tacoma Downtown,47.24845203,-122.4403625
495,Tacoma Downtown,47.24845203,-122.4403625
500,Tacoma Downtown,47.24845203,-122.4403625
346,Tacoma Downtown,47.24845203,-122.4403625
351,Tacoma Downtown,47.24845203,-122.4403625
356,Tacoma Downtown,47.24845203,-122.4403625
363,Tacoma Downtown,47.24845203,-122.4403625
369,Tacoma Downtown,47.24845203,-122.4403625
494,Tacoma Downtown,47.24845203,-122.4403625
503,Tacoma Downtown,47.24845203,-122.4403625
499,Tacoma Downtown,47.24845203,-122.4403625
371,Tacoma Downtown,47.24845203,-122.4403625
345,Tacoma Downtown,47.24845203,-122.4403625
368,Tacoma Downtown,47.24845203,-122.4403625
350,Tacoma Downtown,47.24845203,-122.4403625
355,Tacoma Downtown,47.24845203,-122.4403625
362,Tacoma Downtown,47.24845203,-122.4403625
367,Tacoma Downtown,47.24845203,-122.4403625
493,Tacoma Downtown,47.24845203,-122.4403625
498,Tacoma Downtown,47.24845203,-122.4403625
344,Tacoma Downtown,47.24845203,-122.4403625
366,Tacoma Downtown,47.24845203,-122.4403625
349,Tacoma Downtown,47.24845203,-122.4403625
354,Tacoma Downtown,47.24845203,-122.4403625
361,Tacoma Downtown,47.24845203,-122.4403625
370,Tacoma Downtown,47.24845203,-122.4403625
365,Tacoma Downtown,47.24845203,-122.4403625
492,Tacoma Downtown,47.24845203,-122.4403625
343,Tacoma Downtown,47.24845203,-122.4403625
360,Tacoma Downtown,47.24845203,-122.4403625
348,Tacoma Downtown,47.24845203,-122.4403625
353,Tacoma Downtown,47.24845203,-122.4403625
502,Tacoma Downtown,47.24845203,-122.4403625
447,Tacoma Downtown,47.24845203,-122.4403625
341,Tacoma Downtown,47.24845203,-122.4403625
342,Tacoma Downtown,47.24845203,-122.4403625
340,Tacoma Downtown,47.24845203,-122.4403625
425,Tacoma Downtown,47.24845203,-122.4403625
424,Tacoma Downtown,47.24845203,-122.4403625
2760,Auburn,47.30667679,-122.2302469
2758,Auburn,47.30667679,-122.2302469
2761,Auburn,47.30667679,-122.2302469
2707,Federal Way,47.31499096,-122.3062854
2837,Kent,47.38248083,-122.2360012
2841,Kent,47.38248083,-122.2360012
2833,Kent,47.38248083,-122.2360012
2842,Kent,47.38248083,-122.2360012
2838,Kent,47.38248083,-122.2360012
2834,Kent,47.38248083,-122.2360012
2613,SeaTac,47.43608603,-122.2944662
2592,SeaTac,47.43608603,-122.2944662
2591,SeaTac,47.43608603,-122.2944662
2593,SeaTac,47.43608603,-122.2944662
2564,SeaTac,47.43608603,-122.2944662
2556,Tukwila,47.45190196,-122.2534033
2554,Tukwila,47.45190196,-122.2534033
2562,SeaTac,47.43608603,-122.2944662
2553,Tukwila,47.45190196,-122.2534033
2555,Tukwila,47.45190196,-122.2534033
2577,Burien,47.46773149,-122.3402886
2574,Burien,47.46773149,-122.3402886
2570,Burien,47.46773149,-122.3402886
2573,Burien,47.46773149,-122.3402886
2576,Burien,47.46773149,-122.3402886
2933,Renton,47.48987648,-122.2069477
2934,Renton,47.48987648,-122.2069477
2936,Renton,47.48987648,-122.2069477
2935,Renton,47.48987648,-122.2069477
2992,Renton,47.48987648,-122.2069477
2995,Renton,47.48987648,-122.2069477
2993,Renton,47.48987648,-122.2069477
2994,Renton,47.48987648,-122.2069477
3025,Issaquah,47.5467951,-122.0571043
3029,Issaquah,47.5467951,-122.0571043
3030,Issaquah,47.5467951,-122.0571043
3026,Issaquah,47.5467951,-122.0571043
3642,Bremerton,47.56815949,-122.6277584
2213,Seattle Downtown,47.60763232,-122.3360987
2211,Seattle Downtown,47.60763232,-122.3360987
2208,Seattle Downtown,47.60763232,-122.3360987
2209,Seattle Downtown,47.60763232,-122.3360987
2210,Seattle Downtown,47.60763232,-122.3360987
2196,Seattle Downtown,47.60763232,-122.3360987
2198,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2193,Seattle Downtown,47.60763232,-122.3360987
2195,Seattle Downtown,47.60763232,-122.3360987
2197,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2192,Seattle Downtown,47.60763232,-122.3360987
2194,Seattle Downtown,47.60763232,-122.3360987
2127,Seattle Downtown,47.60763232,-122.3360987
2122,Seattle Downtown,47.60763232,-122.3360987
2123,Seattle Downtown,47.60763232,-122.3360987
2190,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2128,Seattle Downtown,47.60763232,-122.3360987
2115,Seattle Downtown,47.60763232,-122.3360987
2124,Seattle Downtown,47.60763232,-122.3360987
2185,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2116,Seattle Downtown,47.60763232,-122.3360987
2191,Seattle First Hill/Capitol Hill,47.61415235,-122.3207212
2125,Seattle Downtown,47.60763232,-122.3360987
2117,Seattle Downtown,47.60763232,-122.3360987
