taz,geog_name,district,lat_1,lon_1
247,Pierce County,South Pierce,47.157764,-122.432047
248,Pierce County,South Pierce,47.157764,-122.432047
249,Pierce County,South Pierce,47.157764,-122.432047
250,Pierce County,South Pierce,47.157764,-122.432047
251,Pierce County,South Pierce,47.157764,-122.432047
252,Pierce County,South Pierce,47.157764,-122.432047
253,Pierce County,South Pierce,47.157764,-122.432047
254,Pierce County,South Pierce,47.157764,-122.432047
255,Pierce County,South Pierce,47.157764,-122.432047
256,Pierce County,South Pierce,47.157764,-122.432047
257,Pierce County,South Pierce,47.157764,-122.432047
258,Pierce County,South Pierce,47.157764,-122.432047
259,Pierce County,South Pierce,47.157764,-122.432047
260,Pierce County,South Pierce,47.157764,-122.432047
261,Pierce County,South Pierce,47.157764,-122.432047
262,Pierce County,South Pierce,47.157764,-122.432047
263,Pierce County,South Pierce,47.157764,-122.432047
264,Pierce County,South Pierce,47.157764,-122.432047
265,Pierce County,South Pierce,47.157764,-122.432047
266,Pierce County,South Pierce,47.157764,-122.432047
267,Pierce County,South Pierce,47.157764,-122.432047
268,Pierce County,South Pierce,47.157764,-122.432047
269,Pierce County,South Pierce,47.157764,-122.432047
270,Pierce County,South Pierce,47.157764,-122.432047
271,Pierce County,South Pierce,47.157764,-122.432047
272,Pierce County,South Pierce,47.157764,-122.432047
273,Pierce County,South Pierce,47.157764,-122.432047
274,Pierce County,South Pierce,47.157764,-122.432047
275,Pierce County,South Pierce,47.157764,-122.432047
276,Pierce County,South Pierce,47.157764,-122.432047
277,Pierce County,South Pierce,47.157764,-122.432047
278,Pierce County,South Pierce,47.157764,-122.432047
279,Pierce County,South Pierce,47.157764,-122.432047
280,Pierce County,South Pierce,47.157764,-122.432047
281,Pierce County,South Pierce,47.157764,-122.432047
282,Pierce County,South Pierce,47.157764,-122.432047
283,Pierce County,South Pierce,47.157764,-122.432047
284,Pierce County,South Pierce,47.157764,-122.432047
285,Pierce County,South Pierce,47.157764,-122.432047
286,Pierce County,South Pierce,47.157764,-122.432047
287,Pierce County,South Pierce,47.157764,-122.432047
288,Pierce County,South Pierce,47.157764,-122.432047
289,Pierce County,Tacoma,47.157764,-122.432047
290,Pierce County,South Pierce,47.157764,-122.432047
291,Pierce County,South Pierce,47.157764,-122.432047
292,Pierce County,South Pierce,47.157764,-122.432047
293,Pierce County,South Pierce,47.157764,-122.432047
294,Pierce County,South Pierce,47.157764,-122.432047
295,Pierce County,South Pierce,47.157764,-122.432047
296,Pierce County,South Pierce,47.157764,-122.432047
297,Pierce County,South Pierce,47.157764,-122.432047
298,Pierce County,South Pierce,47.157764,-122.432047
299,Pierce County,South Pierce,47.157764,-122.432047
300,Pierce County,South Pierce,47.157764,-122.432047
301,Pierce County,South Pierce,47.157764,-122.432047
302,Pierce County,South Pierce,47.157764,-122.432047
303,Pierce County,South Pierce,47.157764,-122.432047
304,Pierce County,South Pierce,47.157764,-122.432047
305,Pierce County,South Pierce,47.157764,-122.432047
306,Pierce County,South Pierce,47.157764,-122.432047
307,Pierce County,South Pierce,47.157764,-122.432047
308,Pierce County,South Pierce,47.157764,-122.432047
309,Pierce County,South Pierce,47.157764,-122.432047
310,Pierce County,South Pierce,47.157764,-122.432047
311,Pierce County,South Pierce,47.157764,-122.432047
312,Pierce County,South Pierce,47.157764,-122.432047
313,Pierce County,South Pierce,47.157764,-122.432047
314,Pierce County,South Pierce,47.157764,-122.432047
315,Pierce County,South Pierce,47.157764,-122.432047
316,Pierce County,South Pierce,47.157764,-122.432047
317,Pierce County,South Pierce,47.157764,-122.432047
318,Pierce County,South Pierce,47.157764,-122.432047
319,Pierce County,South Pierce,47.157764,-122.432047
320,Pierce County,South Pierce,47.157764,-122.432047
321,Pierce County,South Pierce,47.157764,-122.432047
322,Pierce County,Tacoma,47.157764,-122.432047
323,Pierce County,Tacoma,47.157764,-122.432047
324,Pierce County,Tacoma,47.157764,-122.432047
325,Pierce County,Tacoma,47.157764,-122.432047
326,Pierce County,Tacoma,47.157764,-122.432047
327,Pierce County,Tacoma,47.157764,-122.432047
328,Pierce County,Tacoma,47.157764,-122.432047
329,Pierce County,Tacoma,47.157764,-122.432047
330,Pierce County,Tacoma,47.157764,-122.432047
331,Pierce County,Tacoma,47.157764,-122.432047
332,Pierce County,Tacoma,47.157764,-122.432047
333,Pierce County,Tacoma,47.157764,-122.432047
334,Pierce County,Tacoma,47.157764,-122.432047
335,Pierce County,Tacoma,47.157764,-122.432047
336,Pierce County,Tacoma,47.157764,-122.432047
337,Pierce County,Tacoma,47.157764,-122.432047
338,Pierce County,Tacoma,47.157764,-122.432047
339,Pierce County,Tacoma,47.157764,-122.432047
340,Pierce County,Tacoma,47.157764,-122.432047
341,Pierce County,Tacoma,47.157764,-122.432047
342,Pierce County,Tacoma,47.157764,-122.432047
343,Pierce County,Tacoma,47.157764,-122.432047
344,Pierce County,Tacoma,47.157764,-122.432047
345,Pierce County,Tacoma,47.157764,-122.432047
346,Pierce County,Tacoma,47.157764,-122.432047
347,Pierce County,Tacoma,47.157764,-122.432047
348,Pierce County,Tacoma,47.157764,-122.432047
349,Pierce County,Tacoma,47.157764,-122.432047
350,Pierce County,Tacoma,47.157764,-122.432047
351,Pierce County,Tacoma,47.157764,-122.432047
352,Pierce County,Tacoma,47.157764,-122.432047
353,Pierce County,Tacoma,47.157764,-122.432047
354,Pierce County,Tacoma,47.157764,-122.432047
355,Pierce County,Tacoma,47.157764,-122.432047
356,Pierce County,Tacoma,47.157764,-122.432047
357,Pierce County,Tacoma,47.157764,-122.432047
358,Pierce County,Tacoma,47.157764,-122.432047
359,Pierce County,Tacoma,47.157764,-122.432047
360,Pierce County,Tacoma,47.157764,-122.432047
361,Pierce County,Tacoma,47.157764,-122.432047
362,Pierce County,Tacoma,47.157764,-122.432047
363,Pierce County,Tacoma,47.157764,-122.432047
364,Pierce County,Tacoma,47.157764,-122.432047
365,Pierce County,Tacoma,47.157764,-122.432047
366,Pierce County,Tacoma,47.157764,-122.432047
367,Pierce County,Tacoma,47.157764,-122.432047
368,Pierce County,Tacoma,47.157764,-122.432047
369,Pierce County,Tacoma,47.157764,-122.432047
370,Pierce County,Tacoma,47.157764,-122.432047
371,Pierce County,Tacoma,47.157764,-122.432047
372,Pierce County,Tacoma,47.157764,-122.432047
373,Pierce County,Tacoma,47.157764,-122.432047
374,Pierce County,Tacoma,47.157764,-122.432047
375,Pierce County,Tacoma,47.157764,-122.432047
376,Pierce County,Tacoma,47.157764,-122.432047
377,Pierce County,Tacoma,47.157764,-122.432047
378,Pierce County,Tacoma,47.157764,-122.432047
379,Pierce County,Tacoma,47.157764,-122.432047
380,Pierce County,Tacoma,47.157764,-122.432047
381,Pierce County,Tacoma,47.157764,-122.432047
382,Pierce County,Tacoma,47.157764,-122.432047
383,Pierce County,Tacoma,47.157764,-122.432047
384,Pierce County,Tacoma,47.157764,-122.432047
385,Pierce County,Tacoma,47.157764,-122.432047
386,Pierce County,Tacoma,47.157764,-122.432047
387,Pierce County,Tacoma,47.157764,-122.432047
388,Pierce County,Tacoma,47.157764,-122.432047
389,Pierce County,Tacoma,47.157764,-122.432047
390,Pierce County,Tacoma,47.157764,-122.432047
391,Pierce County,Tacoma,47.157764,-122.432047
392,Pierce County,Tacoma,47.157764,-122.432047
393,Pierce County,Tacoma,47.157764,-122.432047
394,Pierce County,Tacoma,47.157764,-122.432047
395,Pierce County,Tacoma,47.157764,-122.432047
396,Pierce County,Tacoma,47.157764,-122.432047
397,Pierce County,Tacoma,47.157764,-122.432047
398,Pierce County,Tacoma,47.157764,-122.432047
399,Pierce County,Tacoma,47.157764,-122.432047
400,Pierce County,Tacoma,47.157764,-122.432047
401,Pierce County,Tacoma,47.157764,-122.432047
402,Pierce County,Tacoma,47.157764,-122.432047
403,Pierce County,Tacoma,47.157764,-122.432047
404,Pierce County,Tacoma,47.157764,-122.432047
405,Pierce County,Tacoma,47.157764,-122.432047
406,Pierce County,Tacoma,47.157764,-122.432047
407,Pierce County,Tacoma,47.157764,-122.432047
408,Pierce County,Tacoma,47.157764,-122.432047
409,Pierce County,Tacoma,47.157764,-122.432047
410,Pierce County,Tacoma,47.157764,-122.432047
411,Pierce County,Tacoma,47.157764,-122.432047
412,Pierce County,Tacoma,47.157764,-122.432047
413,Pierce County,Tacoma,47.157764,-122.432047
414,Pierce County,Tacoma,47.157764,-122.432047
415,Pierce County,Tacoma,47.157764,-122.432047
416,Pierce County,Tacoma,47.157764,-122.432047
417,Pierce County,Tacoma,47.157764,-122.432047
418,Pierce County,Tacoma,47.157764,-122.432047
419,Pierce County,Tacoma,47.157764,-122.432047
420,Pierce County,Tacoma,47.157764,-122.432047
421,Pierce County,Tacoma,47.157764,-122.432047
422,Pierce County,Tacoma,47.157764,-122.432047
423,Pierce County,Tacoma,47.157764,-122.432047
424,Pierce County,Tacoma,47.157764,-122.432047
425,Pierce County,Tacoma,47.157764,-122.432047
426,Pierce County,Tacoma,47.157764,-122.432047
427,Pierce County,Tacoma,47.157764,-122.432047
428,Pierce County,Tacoma,47.157764,-122.432047
429,Pierce County,Tacoma,47.157764,-122.432047
430,Pierce County,Tacoma,47.157764,-122.432047
431,Pierce County,Tacoma,47.157764,-122.432047
432,Pierce County,Tacoma,47.157764,-122.432047
433,Pierce County,Tacoma,47.157764,-122.432047
434,Pierce County,Tacoma,47.157764,-122.432047
435,Pierce County,Tacoma,47.157764,-122.432047
436,Pierce County,Tacoma,47.157764,-122.432047
437,Pierce County,Tacoma,47.157764,-122.432047
438,Pierce County,Tacoma,47.157764,-122.432047
439,Pierce County,Tacoma,47.157764,-122.432047
440,Pierce County,Tacoma,47.157764,-122.432047
441,Pierce County,Tacoma,47.157764,-122.432047
442,Pierce County,Tacoma,47.157764,-122.432047
443,Pierce County,Tacoma,47.157764,-122.432047
444,Pierce County,Tacoma,47.157764,-122.432047
445,Pierce County,Tacoma,47.157764,-122.432047
446,Pierce County,Tacoma,47.157764,-122.432047
447,Pierce County,Tacoma,47.157764,-122.432047
448,Pierce County,Tacoma,47.157764,-122.432047
449,Pierce County,Tacoma,47.157764,-122.432047
450,Pierce County,Tacoma,47.157764,-122.432047
451,Pierce County,Tacoma,47.157764,-122.432047
452,Pierce County,Tacoma,47.157764,-122.432047
453,Pierce County,Tacoma,47.157764,-122.432047
454,Pierce County,Tacoma,47.157764,-122.432047
455,Pierce County,Tacoma,47.157764,-122.432047
456,Pierce County,Tacoma,47.157764,-122.432047
457,Pierce County,Tacoma,47.157764,-122.432047
458,Pierce County,Tacoma,47.157764,-122.432047
459,Pierce County,Tacoma,47.157764,-122.432047
460,Pierce County,Tacoma,47.157764,-122.432047
461,Pierce County,Tacoma,47.157764,-122.432047
462,Pierce County,Tacoma,47.157764,-122.432047
463,Pierce County,Tacoma,47.157764,-122.432047
464,Pierce County,Tacoma,47.157764,-122.432047
465,Pierce County,Tacoma,47.157764,-122.432047
466,Pierce County,Tacoma,47.157764,-122.432047
467,Pierce County,Tacoma,47.157764,-122.432047
468,Pierce County,Tacoma,47.157764,-122.432047
469,Pierce County,Tacoma,47.157764,-122.432047
470,Pierce County,Tacoma,47.157764,-122.432047
471,Pierce County,Tacoma,47.157764,-122.432047
472,Pierce County,Tacoma,47.157764,-122.432047
473,Pierce County,Tacoma,47.157764,-122.432047
474,Pierce County,Tacoma,47.157764,-122.432047
475,Pierce County,Tacoma,47.157764,-122.432047
476,Pierce County,Tacoma,47.157764,-122.432047
477,Pierce County,Tacoma,47.157764,-122.432047
478,Pierce County,Tacoma,47.157764,-122.432047
479,Pierce County,Tacoma,47.157764,-122.432047
480,Pierce County,Tacoma,47.157764,-122.432047
481,Pierce County,Tacoma,47.157764,-122.432047
482,Pierce County,Tacoma,47.157764,-122.432047
483,Pierce County,Tacoma,47.157764,-122.432047
484,Pierce County,Tacoma,47.157764,-122.432047
485,Pierce County,Tacoma,47.157764,-122.432047
486,Pierce County,Tacoma,47.157764,-122.432047
487,Pierce County,Tacoma,47.157764,-122.432047
488,Pierce County,Tacoma,47.157764,-122.432047
489,Pierce County,Tacoma,47.157764,-122.432047
490,Pierce County,Tacoma,47.157764,-122.432047
491,Pierce County,Tacoma,47.157764,-122.432047
492,Pierce County,Tacoma,47.157764,-122.432047
493,Pierce County,Tacoma,47.157764,-122.432047
494,Pierce County,Tacoma,47.157764,-122.432047
495,Pierce County,Tacoma,47.157764,-122.432047
496,Pierce County,Tacoma,47.157764,-122.432047
497,Pierce County,Tacoma,47.157764,-122.432047
498,Pierce County,Tacoma,47.157764,-122.432047
499,Pierce County,Tacoma,47.157764,-122.432047
500,Pierce County,Tacoma,47.157764,-122.432047
501,Pierce County,Tacoma,47.157764,-122.432047
502,Pierce County,Tacoma,47.157764,-122.432047
503,Pierce County,Tacoma,47.157764,-122.432047
504,Pierce County,Tacoma,47.157764,-122.432047
505,Pierce County,Tacoma,47.157764,-122.432047
506,Pierce County,Tacoma,47.157764,-122.432047
507,Pierce County,Tacoma,47.157764,-122.432047
508,Pierce County,Tacoma,47.157764,-122.432047
509,Pierce County,Tacoma,47.157764,-122.432047
510,Pierce County,Tacoma,47.157764,-122.432047
511,Pierce County,Tacoma,47.157764,-122.432047
512,Pierce County,Tacoma,47.157764,-122.432047
513,Pierce County,Tacoma,47.157764,-122.432047
514,Pierce County,Tacoma,47.157764,-122.432047
515,Pierce County,Tacoma,47.157764,-122.432047
516,Pierce County,Tacoma,47.157764,-122.432047
517,Pierce County,Tacoma,47.157764,-122.432047
518,Pierce County,Tacoma,47.157764,-122.432047
519,Pierce County,Tacoma,47.157764,-122.432047
520,Pierce County,Tacoma,47.157764,-122.432047
521,Pierce County,Tacoma,47.157764,-122.432047
522,Pierce County,Tacoma,47.157764,-122.432047
523,Pierce County,South Pierce,47.157764,-122.432047
524,Pierce County,Tacoma,47.157764,-122.432047
525,Pierce County,Tacoma,47.157764,-122.432047
526,Pierce County,Tacoma,47.157764,-122.432047
527,Pierce County,Tacoma,47.157764,-122.432047
528,Pierce County,Tacoma,47.157764,-122.432047
529,Pierce County,Tacoma,47.157764,-122.432047
530,Pierce County,Tacoma,47.157764,-122.432047
531,Pierce County,Tacoma,47.157764,-122.432047
532,Pierce County,Tacoma,47.157764,-122.432047
533,Pierce County,Tacoma,47.157764,-122.432047
534,Pierce County,Tacoma,47.157764,-122.432047
535,Pierce County,Tacoma,47.157764,-122.432047
536,Pierce County,Tacoma,47.157764,-122.432047
537,Pierce County,Tacoma,47.157764,-122.432047
538,Pierce County,Tacoma,47.157764,-122.432047
539,Pierce County,Tacoma,47.157764,-122.432047
540,Pierce County,Tacoma,47.157764,-122.432047
541,Pierce County,Tacoma,47.157764,-122.432047
542,Pierce County,Tacoma,47.157764,-122.432047
543,Pierce County,Tacoma,47.157764,-122.432047
544,Pierce County,Tacoma,47.157764,-122.432047
545,Pierce County,Tacoma,47.157764,-122.432047
546,Pierce County,Tacoma,47.157764,-122.432047
547,Pierce County,Tacoma,47.157764,-122.432047
548,Pierce County,Tacoma,47.157764,-122.432047
549,Pierce County,South Pierce,47.157764,-122.432047
550,Pierce County,South Pierce,47.157764,-122.432047
551,Pierce County,South Pierce,47.157764,-122.432047
552,Pierce County,Tacoma,47.157764,-122.432047
553,Pierce County,Tacoma,47.157764,-122.432047
554,Pierce County,Tacoma,47.157764,-122.432047
555,Pierce County,Tacoma,47.157764,-122.432047
556,Pierce County,Tacoma,47.157764,-122.432047
