route_id,county
2001,Pierce
2002,Pierce
2003,Pierce
2004,Pierce
2010,Pierce
2011,Pierce
2013,Pierce
2015,Pierce
2016,Pierce
2028,Pierce
2041,Pierce
2042,Pierce
2045,Pierce
2048,Pierce
2052,Pierce
2053,Pierce
2054,Pierce
2055,Pierce
2057,Pierce
2063,Pierce
2100,Pierce
2101,Pierce
2102,Pierce
2202,Pierce
2206,Pierce
2212,Pierce
2214,Pierce
2400,Pierce
2402,Pierce
2409,Pierce
2425,Pierce
2497,Pierce
2500,Pierce
2501,Pierce
